Train_No,Source_Station,Destination_Station,Total_Stops,Total_Distance
31626,RANAGHAT JN.,SEALDAH,10,76
31627,SEALDAH,RANAGHAT JN.,24,76
31628,RANAGHAT JN.,SEALDAH,21,76
31629,SEALDAH,RANAGHAT JN.,24,76
31630,RANAGHAT JN.,SEALDAH,23,76
31631,SEALDAH,RANAGHAT JN.,24,76
31632,RANAGHAT JN.,SEALDAH,24,76
31633,SEALDAH,RANAGHAT JN.,24,76
31634,RANAGHAT JN.,SEALDAH,24,76
31636,RANAGHAT JN.,SEALDAH,23,76
31711,NAIHATI JN.,RANAGHAT JN.,10,35
31712,RANAGHAT JN.,NAIHATI JN.,9,35
31713,NAIHATI JN.,RANAGHAT JN.,6,35
31714,RANAGHAT JN.,NAIHATI JN.,6,35
31721,RANAGHAT JN.,KRISHNA NAGA,6,26
31722,KRISHNA NAGA,RANAGHAT JN.,6,26
31723,RANAGHAT JN.,KRISHNA NAGA,6,26
31724,KRISHNA NAGA,RANAGHAT JN.,5,26
31725,RANAGHAT JN.,KRISHNA NAGA,7,26
31726,KRISHNA NAGA,RANAGHAT JN.,7,26
31741,RANAGHAT JN.,GEDE,13,43
31742,GEDE,RANAGHAT JN.,13,43
31743,RANAGHAT JN.,GEDE,10,43
31744,GEDE,RANAGHAT JN.,13,43
31745,RANAGHAT JN.,GEDE,13,43
31746,GEDE,RANAGHAT JN.,13,43
31747,RANAGHAT JN.,GEDE,13,43
31748,GEDE,RANAGHAT JN.,13,43
31749,RANAGHAT JN.,GEDE,13,43
31750,GEDE,RANAGHAT JN.,13,43
31751,RANAGHAT JN.,GEDE,13,43
31752,GEDE,RANAGHAT JN.,13,43
31753,RANAGHAT JN.,GEDE,13,43
31754,GEDE,RANAGHAT JN.,13,43
31755,RANAGHAT JN.,GEDE,13,43
31756,GEDE,RANAGHAT JN.,13,43
31757,RANAGHAT JN.,GEDE,13,43
31758,GEDE,RANAGHAT JN.,13,43
31765,RANAGHAT JN.,LALGOLA,25,154
31766,LALGOLA,RANAGHAT JN.,25,153
31767,RANAGHAT JN.,LALGOLA,29,154
31768,LALGOLA,RANAGHAT JN.,27,153
31770,LALGOLA,RANAGHAT JN.,29,153
31771,RANAGHAT JN.,LALGOLA,28,154
31772,LALGOLA,RANAGHAT JN.,29,153
31781,RANAGHAT JN.,SHANTIPUR JN,6,20
31782,SHANTIPUR JN,RANAGHAT JN.,6,19
31783,RANAGHAT JN.,SHANTIPUR JN,5,20
31784,SHANTIPUR JN,RANAGHAT JN.,5,19
31786,SHANTIPUR JN,RANAGHAT JN.,5,19
31801,SEALDAH,KRISHNA NAGA,29,102
31802,KRISHNA NAGA,SEALDAH,29,102
31811,SEALDAH,KRISHNA NAGA,29,102
31812,KRISHNA NAGA,SEALDAH,29,102
31813,SEALDAH,KRISHNA NAGA,30,102
31814,KRISHNA NAGA,SEALDAH,22,102
31815,SEALDAH,KRISHNA NAGA,29,102
31816,KRISHNA NAGA,SEALDAH,29,102
31817,SEALDAH,KRISHNA NAGA,30,102
31818,KRISHNA NAGA,SEALDAH,25,102
31819,SEALDAH,KRISHNA NAGA,21,102
31820,KRISHNA NAGA,SEALDAH,29,102
31821,SEALDAH,KRISHNA NAGA,29,102
31822,KRISHNA NAGA,SEALDAH,29,102
31823,SEALDAH,KRISHNA NAGA,28,102
31824,KRISHNA NAGA,SEALDAH,28,102
31825,SEALDAH,KRISHNA NAGA,30,102
31826,KRISHNA NAGA,SEALDAH,20,102
31827,SEALDAH,KRISHNA NAGA,30,102
31828,KRISHNA NAGA,SEALDAH,29,102
31829,SEALDAH,KRISHNA NAGA,23,102
31830,KRISHNA NAGA,SEALDAH,26,102
31831,SEALDAH,KRISHNA NAGA,16,102
31832,KRISHNA NAGA,SEALDAH,28,102
31833,SEALDAH,KRISHNA NAGA,22,102
31834,KRISHNA NAGA,SEALDAH,26,102
31835,SEALDAH,KRISHNA NAGA,29,102
31836,KRISHNA NAGA,SEALDAH,29,102
31837,SEALDAH,KRISHNA NAGA,28,102
31838,KRISHNA NAGA,SEALDAH,30,102
31839,SEALDAH,KRISHNA NAGA,19,102
31840,KRISHNA NAGA,SEALDAH,16,102
31841,SEALDAH,KRISHNA NAGA,9,102
31842,KRISHNA NAGA,SEALDAH,9,102
31843,SEALDAH,KRISHNA NAGA,10,102
31844,KRISHNA NAGA,SEALDAH,10,102
31861,KRISHNA NAGA,LALGOLA,23,128
31862,LALGOLA,KRISHNA NAGA,24,127
31863,KRISHNA NAGA,LALGOLA,21,128
31864,LALGOLA,KRISHNA NAGA,20,127
31865,KRISHNA NAGA,LALGOLA,20,128
31866,LALGOLA,KRISHNA NAGA,21,127
31911,SEALDAH,GEDE,36,119
31912,GEDE,SEALDAH,36,119
31913,SEALDAH,GEDE,36,119
31914,GEDE,SEALDAH,36,119
31915,SEALDAH,GEDE,36,119
31916,GEDE,SEALDAH,30,119
31917,SEALDAH,GEDE,36,119
31918,GEDE,SEALDAH,36,119
31919,SEALDAH,GEDE,36,119
31920,GEDE,SEALDAH,35,119
31921,SEALDAH,GEDE,36,119
31922,GEDE,SEALDAH,36,119
31923,SEALDAH,GEDE,36,119
31924,GEDE,SEALDAH,35,119
31925,SEALDAH,GEDE,35,119
31926,GEDE,SEALDAH,36,119
31927,SEALDAH,GEDE,36,119
31928,GEDE,SEALDAH,31,119
31929,SEALDAH,GEDE,36,119
32211,SEALDAH,DANKUNI JN.,9,28
32212,DANKUNI JN.,SEALDAH,9,28
32213,SEALDAH,DANKUNI JN.,9,28
32214,DANKUNI JN.,SEALDAH,9,28
32215,SEALDAH,DANKUNI JN.,9,28
32216,DANKUNI JN.,SEALDAH,9,28
32217,SEALDAH,DANKUNI JN.,9,28
32218,DANKUNI JN.,SEALDAH,9,28
32219,SEALDAH,DANKUNI JN.,9,28
32220,DANKUNI JN.,SEALDAH,9,28
32221,SEALDAH,DANKUNI JN.,9,28
32222,DANKUNI JN.,SEALDAH,9,28
32223,SEALDAH,DANKUNI JN.,9,28
32224,DANKUNI JN.,SEALDAH,9,28
32225,SEALDAH,DANKUNI JN.,9,28
32226,DANKUNI JN.,SEALDAH,9,28
32227,SEALDAH,DANKUNI JN.,9,28
32228,DANKUNI JN.,SEALDAH,9,28
32229,SEALDAH,DANKUNI JN.,9,28
32230,DANKUNI JN.,SEALDAH,9,28
32231,SEALDAH,DANKUNI JN.,9,28
32232,DANKUNI JN.,SEALDAH,9,28
32233,SEALDAH,DANKUNI JN.,9,28
32234,DANKUNI JN.,SEALDAH,9,28
32235,SEALDAH,DANKUNI JN.,9,28
32236,DANKUNI JN.,SEALDAH,9,28
32237,SEALDAH,DANKUNI JN.,9,28
32238,DANKUNI JN.,SEALDAH,9,28
32239,SEALDAH,DANKUNI JN.,9,28
32240,DANKUNI JN.,SEALDAH,9,28
32241,SEALDAH,DANKUNI JN.,9,28
32242,DANKUNI JN.,SEALDAH,9,28
32243,SEALDAH,DANKUNI JN.,9,28
32244,DANKUNI JN.,SEALDAH,9,28
32245,SEALDAH,DANKUNI JN.,9,28
32246,DANKUNI JN.,SEALDAH,9,28
32247,SEALDAH,DANKUNI JN.,9,28
32248,DANKUNI JN.,SEALDAH,9,28
32249,SEALDAH,DANKUNI JN.,9,28
32250,DANKUNI JN.,SEALDAH,9,28
32252,DANKUNI JN.,SEALDAH,9,28
32411,SEALDAH,BARUI PARA,13,39
32412,BARUI PARA,SEALDAH,13,39
32413,SEALDAH,BARUI PARA,13,39
32414,BARUI PARA,SEALDAH,13,39
33061,CANNING,BARASAT JN.,26,66
33212,DUM DUM JN.,SEALDAH,3,9
33231,DUM DUM JN.,BARRACKPORE,7,15
33232,BARRACKPORE,DUM DUM JN.,7,15
33262,BARASAT JN.,DUM DUM JN.,9,15
33271,DUM DUM JN.,GOBARDANGA,18,50
33282,HASANABAD,DUM DUM JN.,27,67
33291,DUM DUM JN.,DANKUNI JN.,7,18
33311,BARASAT JN.,HASANABAD,19,52
33312,HASANABAD,BARASAT JN.,19,52
33313,BARASAT JN.,HASANABAD,19,52
33314,HASANABAD,BARASAT JN.,19,52
33315,BARASAT JN.,HASANABAD,19,52
33316,HASANABAD,BARASAT JN.,19,52
33317,BARASAT JN.,HASANABAD,19,52
33318,HASANABAD,BARASAT JN.,19,52
33319,BARASAT JN.,HASANABAD,19,52
33320,HASANABAD,BARASAT JN.,19,52
33321,BARASAT JN.,HASANABAD,19,52
33323,BARASAT JN.,HASANABAD,19,52
33325,BARASAT JN.,HASANABAD,19,52
33351,BARASAT JN.,HABRA,7,22
33357,BARASAT JN.,DATTAPUKUR,3,7
33361,BARASAT JN.,BANGAON JN.,14,54
33362,BANGAON JN.,BARASAT JN.,12,54
33363,BARASAT JN.,BANGAON JN.,12,54
33364,BANGAON JN.,BARASAT JN.,12,54
33365,BARASAT JN.,BANGAON JN.,12,54
33366,BANGAON JN.,BARASAT JN.,12,54
33367,BARASAT JN.,BANGAON JN.,13,54
33382,GOBARDANGA,BARASAT JN.,10,35
33401,SEALDAH,BARASAT JN.,11,24
33402,BARASAT JN.,SEALDAH,11,25
33411,SEALDAH,DUMDUM CANTO,4,12
33412,DUMDUM CANTO,SEALDAH,4,12
33421,SEALDAH,MADHYAM GRAM,9,20
33422,MADHYAM GRAM,SEALDAH,9,20
33431,SEALDAH,BARASAT JN.,11,24
33432,BARASAT JN.,SEALDAH,11,25
33433,SEALDAH,BARASAT JN.,11,24
33434,BARASAT JN.,SEALDAH,11,25
33435,SEALDAH,BARASAT JN.,11,24
33436,BARASAT JN.,SEALDAH,11,25
33437,SEALDAH,BARASAT JN.,11,24
33438,BARASAT JN.,SEALDAH,11,25
33439,SEALDAH,BARASAT JN.,11,24
33440,BARASAT JN.,SEALDAH,11,25
33441,SEALDAH,BARASAT JN.,11,24
33443,SEALDAH,BARASAT JN.,11,24
33445,SEALDAH,BARASAT JN.,11,24
33447,SEALDAH,BARASAT JN.,11,24
33511,SEALDAH,HASANABAD,29,77
33512,HASANABAD,SEALDAH,29,77
33513,SEALDAH,HASANABAD,29,77
33514,HASANABAD,SEALDAH,29,77
33515,SEALDAH,HASANABAD,29,77
33516,HASANABAD,SEALDAH,25,77
33517,SEALDAH,HASANABAD,29,77
33518,HASANABAD,SEALDAH,26,77
33519,SEALDAH,HASANABAD,29,77
33520,HASANABAD,SEALDAH,29,77
33521,SEALDAH,HASANABAD,29,77
33522,HASANABAD,SEALDAH,29,77
33523,SEALDAH,HASANABAD,29,77
33524,HASANABAD,SEALDAH,24,77
33525,SEALDAH,HASANABAD,29,77
33526,HASANABAD,SEALDAH,29,77
33527,SEALDAH,HASANABAD,25,77
33528,HASANABAD,SEALDAH,24,77
33529,SEALDAH,HASANABAD,25,77
33530,HASANABAD,SEALDAH,29,77
33531,SEALDAH,HASANABAD,25,77
33532,HASANABAD,SEALDAH,29,77
33533,SEALDAH,HASANABAD,29,77
33534,HASANABAD,SEALDAH,25,77
33536,HASANABAD,SEALDAH,29,77
33538,HASANABAD,SEALDAH,24,77
33611,SEALDAH,DATTAPUKUR,13,32
33612,DATTAPUKUR,SEALDAH,13,32
33613,SEALDAH,DATTAPUKUR,13,32
33614,DATTAPUKUR,SEALDAH,13,32
33615,SEALDAH,DATTAPUKUR,13,32
33616,DATTAPUKUR,SEALDAH,13,32
33617,SEALDAH,DATTAPUKUR,13,32
33618,DATTAPUKUR,SEALDAH,13,32
33619,SEALDAH,DATTAPUKUR,13,32
33620,DATTAPUKUR,SEALDAH,13,32
33621,SEALDAH,DATTAPUKUR,13,32
33622,DATTAPUKUR,SEALDAH,11,32
33623,SEALDAH,DATTAPUKUR,13,32
33624,DATTAPUKUR,SEALDAH,13,32
33626,DATTAPUKUR,SEALDAH,13,32
33628,DATTAPUKUR,SEALDAH,13,32
33630,DATTAPUKUR,SEALDAH,13,32
33651,SEALDAH,HABRA,17,47
33652,HABRA,SEALDAH,17,47
33653,SEALDAH,HABRA,17,47
33654,HABRA,SEALDAH,17,47
33655,SEALDAH,HABRA,17,47
33656,HABRA,SEALDAH,17,47
33657,SEALDAH,HABRA,17,47
33658,HABRA,SEALDAH,17,47
33659,SEALDAH,HABRA,17,47
33660,HABRA,SEALDAH,17,47
33664,HABRA,SEALDAH,17,47
33666,HABRA,SEALDAH,17,47
33681,SEALDAH,GOBARDANGA,20,59
33682,GOBARDANGA,SEALDAH,20,60
33685,SEALDAH,GOBARDANGA,20,59
33686,GOBARDANGA,SEALDAH,20,60
33687,SEALDAH,GOBARDANGA,20,59
33688,GOBARDANGA,SEALDAH,20,60
33711,RANAGHAT JN.,BANGAON JN.,8,32
33712,BANGAON JN.,RANAGHAT JN.,8,32
33713,RANAGHAT JN.,BANGAON JN.,9,32
33714,BANGAON JN.,RANAGHAT JN.,9,32
33715,RANAGHAT JN.,BANGAON JN.,8,32
33716,BANGAON JN.,RANAGHAT JN.,8,32
33717,RANAGHAT JN.,BANGAON JN.,8,32
33718,BANGAON JN.,RANAGHAT JN.,9,32
33719,RANAGHAT JN.,BANGAON JN.,8,32
33720,BANGAON JN.,RANAGHAT JN.,8,32
33721,RANAGHAT JN.,BANGAON JN.,9,32
33722,BANGAON JN.,RANAGHAT JN.,8,32
33723,RANAGHAT JN.,BANGAON JN.,8,32
33724,BANGAON JN.,RANAGHAT JN.,8,32
33725,RANAGHAT JN.,BANGAON JN.,8,32
33726,BANGAON JN.,RANAGHAT JN.,9,32
33727,RANAGHAT JN.,BANGAON JN.,8,32
33728,BANGAON JN.,RANAGHAT JN.,8,32
33729,RANAGHAT JN.,BANGAON JN.,9,32
33730,BANGAON JN.,RANAGHAT JN.,9,32
33731,RANAGHAT JN.,BANGAON JN.,8,32
33732,BANGAON JN.,RANAGHAT JN.,8,32
33733,RANAGHAT JN.,BANGAON JN.,9,32
33734,BANGAON JN.,RANAGHAT JN.,8,32
33735,RANAGHAT JN.,BANGAON JN.,9,32
33736,BANGAON JN.,RANAGHAT JN.,9,32
33737,RANAGHAT JN.,BANGAON JN.,8,32
33738,BANGAON JN.,RANAGHAT JN.,8,32
33739,RANAGHAT JN.,BANGAON JN.,9,32
33751,SHANTIPUR JN,BANGAON JN.,12,52
33752,BANGAON JN.,SHANTIPUR JN,12,52
33801,SEALDAH,BANGAON JN.,24,79
33802,BANGAON JN.,SEALDAH,24,79
33811,SEALDAH,BANGAON JN.,17,79
33812,BANGAON JN.,SEALDAH,23,79
33813,SEALDAH,BANGAON JN.,23,79
33814,BANGAON JN.,SEALDAH,21,79
33815,SEALDAH,BANGAON JN.,24,79
33816,BANGAON JN.,SEALDAH,22,79
33817,SEALDAH,BANGAON JN.,21,79
33818,BANGAON JN.,SEALDAH,24,79
33819,SEALDAH,BANGAON JN.,23,79
33820,BANGAON JN.,SEALDAH,22,79
33821,SEALDAH,BANGAON JN.,24,79
33822,BANGAON JN.,SEALDAH,24,79
33823,SEALDAH,BANGAON JN.,24,79
33824,BANGAON JN.,SEALDAH,24,79
33825,SEALDAH,BANGAON JN.,23,79
33826,BANGAON JN.,SEALDAH,24,79
33827,SEALDAH,BANGAON JN.,24,79
33828,BANGAON JN.,SEALDAH,24,79
33829,SEALDAH,BANGAON JN.,24,79
33830,BANGAON JN.,SEALDAH,24,79
33831,SEALDAH,BANGAON JN.,24,79
33832,BANGAON JN.,SEALDAH,23,79
33833,SEALDAH,BANGAON JN.,23,79
33834,BANGAON JN.,SEALDAH,24,79
33835,SEALDAH,BANGAON JN.,24,79
33836,BANGAON JN.,SEALDAH,23,79
33837,SEALDAH,BANGAON JN.,24,79
33838,BANGAON JN.,SEALDAH,24,79
33839,SEALDAH,BANGAON JN.,24,79
33840,BANGAON JN.,SEALDAH,24,79
33841,SEALDAH,BANGAON JN.,24,79
33842,BANGAON JN.,SEALDAH,24,79
33843,SEALDAH,BANGAON JN.,24,79
33844,BANGAON JN.,SEALDAH,23,79
33845,SEALDAH,BANGAON JN.,24,79
33846,BANGAON JN.,SEALDAH,24,79
33847,SEALDAH,BANGAON JN.,23,79
33848,BANGAON JN.,SEALDAH,23,79
33849,SEALDAH,BANGAON JN.,24,79
33850,BANGAON JN.,SEALDAH,24,79
33851,SEALDAH,BANGAON JN.,24,79
33852,BANGAON JN.,SEALDAH,23,79
33853,SEALDAH,BANGAON JN.,24,79
33854,BANGAON JN.,SEALDAH,22,79
33855,SEALDAH,BANGAON JN.,23,79
33856,BANGAON JN.,SEALDAH,17,79
33857,SEALDAH,BANGAON JN.,23,79
33858,BANGAON JN.,SEALDAH,23,79
33859,SEALDAH,BANGAON JN.,22,79
33860,BANGAON JN.,SEALDAH,24,79
33861,SEALDAH,BANGAON JN.,23,79
33863,SEALDAH,BANGAON JN.,24,79
33895,SEALDAH,THAKURNAGAR,15,65
33896,THAKURNAGAR,SEALDAH,15,65
34052,NAIHATI JN.,BUDGE BUDGE,26,67
34054,NAIHATI JN.,BUDGE BUDGE,26,67
34056,KALYANI SIMA,BUDGE BUDGE,32,82
34062,BANGAON JN.,CANNING,41,120
34111,BUDGE BUDGE,SEALDAH,11,30
34112,SEALDAH,BUDGE BUDGE,11,30
34113,BUDGE BUDGE,SEALDAH,11,30
34114,SEALDAH,BUDGE BUDGE,11,30
34115,BUDGE BUDGE,SEALDAH,11,30
34116,SEALDAH,BUDGE BUDGE,11,30
34117,BUDGE BUDGE,SEALDAH,11,30
34118,SEALDAH,BUDGE BUDGE,11,30
34119,BUDGE BUDGE,SEALDAH,11,30
34120,SEALDAH,BUDGE BUDGE,11,30
34121,BUDGE BUDGE,SEALDAH,11,30
34122,SEALDAH,BUDGE BUDGE,11,30
34123,BUDGE BUDGE,SEALDAH,11,30
34124,SEALDAH,BUDGE BUDGE,11,30
34125,BUDGE BUDGE,SEALDAH,11,30
34126,SEALDAH,BUDGE BUDGE,11,30
34127,BUDGE BUDGE,SEALDAH,11,30
34128,SEALDAH,BUDGE BUDGE,11,30
34129,BUDGE BUDGE,SEALDAH,11,30
34130,SEALDAH,BUDGE BUDGE,11,30
34131,BUDGE BUDGE,SEALDAH,11,30
34132,SEALDAH,BUDGE BUDGE,11,30
34133,BUDGE BUDGE,SEALDAH,11,30
34134,SEALDAH,BUDGE BUDGE,11,30
34135,BUDGE BUDGE,SEALDAH,11,30
34136,SEALDAH,BUDGE BUDGE,11,30
34137,BUDGE BUDGE,SEALDAH,11,30
34138,SEALDAH,BUDGE BUDGE,11,30
34139,BUDGE BUDGE,SEALDAH,11,30
34140,SEALDAH,BUDGE BUDGE,11,30
34141,BUDGE BUDGE,SEALDAH,11,30
34142,SEALDAH,BUDGE BUDGE,11,30
34143,BUDGE BUDGE,SEALDAH,11,30
34144,SEALDAH,BUDGE BUDGE,11,30
34145,BUDGE BUDGE,SEALDAH,11,30
34146,SEALDAH,BUDGE BUDGE,11,30
34147,BUDGE BUDGE,SEALDAH,11,30
34148,SEALDAH,BUDGE BUDGE,11,30
34149,BUDGE BUDGE,SEALDAH,11,30
34150,SEALDAH,BUDGE BUDGE,11,30
34151,BUDGE BUDGE,SEALDAH,11,30
34152,SEALDAH,BUDGE BUDGE,11,30
34153,BUDGE BUDGE,SEALDAH,11,30
34154,SEALDAH,BUDGE BUDGE,11,30
34155,BUDGE BUDGE,SEALDAH,11,30
34156,SEALDAH,BUDGE BUDGE,11,30
34157,BUDGE BUDGE,SEALDAH,11,30
34158,SEALDAH,BUDGE BUDGE,11,30
34159,BUDGE BUDGE,SEALDAH,11,30
34160,SEALDAH,BUDGE BUDGE,11,30
34161,BUDGE BUDGE,SEALDAH,11,30
34162,SEALDAH,BUDGE BUDGE,11,30
34163,BUDGE BUDGE,SEALDAH,11,30
34164,SEALDAH,BUDGE BUDGE,11,30
34165,BUDGE BUDGE,SEALDAH,11,30
34166,SEALDAH,BUDGE BUDGE,11,30
34311,BARUIPUR JN.,SONARPUR JN.,4,8
34312,SONARPUR JN.,BARUIPUR JN.,4,8
34313,BARUIPUR JN.,SONARPUR JN.,4,8
34331,LAKSHMIKANTA,BARUIPUR JN.,13,36
34332,BARUIPUR JN.,LAKSHMIKANTA,13,36
34334,BARUIPUR JN.,LAKSHMIKANTA,13,36
34351,CANNING,SONARPUR JN.,10,29
34352,SONARPUR JN.,CANNING,10,28
34353,CANNING,SONARPUR JN.,9,29
34354,SONARPUR JN.,CANNING,9,29
34355,CANNING,SONARPUR JN.,7,29
34356,SONARPUR JN.,CANNING,9,29
34358,SONARPUR JN.,CANNING,9,29
34360,SONARPUR JN.,CANNING,10,28
34411,SONARPUR JN.,SEALDAH,8,16
34412,SEALDAH,SONARPUR JN.,8,16
34413,SONARPUR JN.,SEALDAH,8,16
34414,SEALDAH,SONARPUR JN.,8,16
34415,SONARPUR JN.,SEALDAH,8,16
34416,SEALDAH,SONARPUR JN.,8,16
34417,SONARPUR JN.,SEALDAH,8,16
34418,SEALDAH,SONARPUR JN.,8,16
34419,SONARPUR JN.,SEALDAH,8,16
34420,SEALDAH,SONARPUR JN.,8,16
34421,SONARPUR JN.,SEALDAH,8,16
34422,SEALDAH,SONARPUR JN.,8,16
34423,SONARPUR JN.,SEALDAH,8,16
34424,SEALDAH,SONARPUR JN.,8,16
34425,SONARPUR JN.,SEALDAH,8,16
34426,SEALDAH,SONARPUR JN.,8,16
34427,SONARPUR JN.,SEALDAH,8,16
34428,SEALDAH,SONARPUR JN.,8,16
34429,SONARPUR JN.,SEALDAH,8,16
34430,SEALDAH,SONARPUR JN.,8,16
34431,SONARPUR JN.,SEALDAH,8,16
34432,SEALDAH,SONARPUR JN.,8,16
34434,SEALDAH,SONARPUR JN.,8,16
34436,SEALDAH,SONARPUR JN.,9,16
34501,CANNING,SEALDAH,17,45
34502,SEALDAH,CANNING,17,45
34511,CANNING,SEALDAH,17,45
34512,SEALDAH,CANNING,16,45
34513,CANNING,SEALDAH,17,45
34514,SEALDAH,CANNING,17,45
34515,CANNING,SEALDAH,17,45
34516,SEALDAH,CANNING,16,45
34517,CANNING,SEALDAH,17,45
34518,SEALDAH,CANNING,17,45
34519,CANNING,SEALDAH,17,45
34520,SEALDAH,CANNING,17,45
34521,CANNING,SEALDAH,17,45
34522,SEALDAH,CANNING,17,45
34523,CANNING,SEALDAH,17,45
34524,SEALDAH,CANNING,17,45
34525,CANNING,SEALDAH,17,45
34526,SEALDAH,CANNING,17,45
34527,CANNING,SEALDAH,17,45
34528,SEALDAH,CANNING,17,45
34529,CANNING,SEALDAH,17,45
34530,SEALDAH,CANNING,17,45
34531,CANNING,SEALDAH,17,45
34532,SEALDAH,CANNING,17,45
34533,CANNING,SEALDAH,17,45
34534,SEALDAH,CANNING,17,45
34535,CANNING,SEALDAH,17,45
34536,SEALDAH,CANNING,17,45
34537,CANNING,SEALDAH,16,45
34538,SEALDAH,CANNING,17,45
34539,CANNING,SEALDAH,17,45
34540,SEALDAH,CANNING,17,45
34541,CANNING,SEALDAH,17,45
34542,SEALDAH,CANNING,17,45
34543,CANNING,SEALDAH,17,45
34544,SEALDAH,CANNING,16,45
34545,CANNING,SEALDAH,17,45
34546,SEALDAH,CANNING,17,45
34547,CANNING,SEALDAH,17,45
34548,SEALDAH,CANNING,17,45
34549,CANNING,SEALDAH,17,45
34550,SEALDAH,CANNING,17,45
34551,CANNING,SEALDAH,16,45
34552,SEALDAH,CANNING,17,45
34553,CANNING,SEALDAH,17,45
34554,SEALDAH,CANNING,17,45
34555,CANNING,SEALDAH,15,45
34557,CANNING,SEALDAH,17,45
34601,BARUIPUR JN.,SEALDAH,11,24
34602,SEALDAH,BARUIPUR JN.,11,24
34611,BARUIPUR JN.,SEALDAH,11,24
34612,SEALDAH,BARUIPUR JN.,11,24
34613,BARUIPUR JN.,SEALDAH,11,24
34614,SEALDAH,BARUIPUR JN.,11,24
34615,BARUIPUR JN.,SEALDAH,11,24
34616,SEALDAH,BARUIPUR JN.,11,24
34617,BARUIPUR JN.,SEALDAH,11,24
34618,SEALDAH,BARUIPUR JN.,11,24
34619,BARUIPUR JN.,SEALDAH,11,24
34620,SEALDAH,BARUIPUR JN.,11,24
34621,BARUIPUR JN.,SEALDAH,11,24
34622,SEALDAH,BARUIPUR JN.,11,24
34623,BARUIPUR JN.,SEALDAH,11,24
34624,SEALDAH,BARUIPUR JN.,11,24
34625,BARUIPUR JN.,SEALDAH,11,24
34626,SEALDAH,BARUIPUR JN.,10,24
34627,BARUIPUR JN.,SEALDAH,11,24
34628,SEALDAH,BARUIPUR JN.,11,24
34629,BARUIPUR JN.,SEALDAH,11,24
34630,SEALDAH,BARUIPUR JN.,11,24
34631,BARUIPUR JN.,SEALDAH,11,24
34632,SEALDAH,BARUIPUR JN.,11,24
34633,BARUIPUR JN.,SEALDAH,11,24
34634,SEALDAH,BARUIPUR JN.,11,24
34635,BARUIPUR JN.,SEALDAH,11,24
34636,SEALDAH,BARUIPUR JN.,11,24
34637,BARUIPUR JN.,SEALDAH,11,24
34638,SEALDAH,BARUIPUR JN.,11,24
34639,BARUIPUR JN.,SEALDAH,11,24
34640,SEALDAH,BARUIPUR JN.,11,24
34641,BARUIPUR JN.,SEALDAH,11,24
34642,SEALDAH,BARUIPUR JN.,11,24
34643,BARUIPUR JN.,SEALDAH,11,24
34644,SEALDAH,BARUIPUR JN.,11,24
34645,BARUIPUR JN.,SEALDAH,11,24
34646,SEALDAH,BARUIPUR JN.,11,24
34647,BARUIPUR JN.,SEALDAH,11,24
34648,SEALDAH,BARUIPUR JN.,11,24
34711,LAKSHMIKANTA,SEALDAH,19,61
34712,SEALDAH,LAKSHMIKANTA,19,61
34713,LAKSHMIKANTA,SEALDAH,21,61
34714,SEALDAH,LAKSHMIKANTA,20,61
34715,LAKSHMIKANTA,SEALDAH,23,61
34716,SEALDAH,LAKSHMIKANTA,21,61
34717,LAKSHMIKANTA,SEALDAH,21,61
34718,SEALDAH,LAKSHMIKANTA,21,61
34719,LAKSHMIKANTA,SEALDAH,22,61
34720,SEALDAH,LAKSHMIKANTA,23,61
34721,LAKSHMIKANTA,SEALDAH,23,61
34722,SEALDAH,LAKSHMIKANTA,23,61
34723,LAKSHMIKANTA,SEALDAH,23,61
34724,SEALDAH,LAKSHMIKANTA,23,61
34725,LAKSHMIKANTA,SEALDAH,22,61
34726,SEALDAH,LAKSHMIKANTA,23,61
34727,LAKSHMIKANTA,SEALDAH,23,61
34728,SEALDAH,LAKSHMIKANTA,21,61
34729,LAKSHMIKANTA,SEALDAH,23,61
34730,SEALDAH,LAKSHMIKANTA,23,61
34731,LAKSHMIKANTA,SEALDAH,23,61
34732,SEALDAH,LAKSHMIKANTA,23,61
34733,LAKSHMIKANTA,SEALDAH,22,61
34734,SEALDAH,LAKSHMIKANTA,23,61
34735,LAKSHMIKANTA,SEALDAH,21,61
34736,SEALDAH,LAKSHMIKANTA,23,61
34737,LAKSHMIKANTA,SEALDAH,23,61
34738,SEALDAH,LAKSHMIKANTA,23,61
34739,LAKSHMIKANTA,SEALDAH,21,61
34740,SEALDAH,LAKSHMIKANTA,23,61
34741,LAKSHMIKANTA,SEALDAH,23,61
34742,SEALDAH,LAKSHMIKANTA,23,61
34743,LAKSHMIKANTA,SEALDAH,23,61
34744,SEALDAH,LAKSHMIKANTA,23,61
34745,LAKSHMIKANTA,SEALDAH,23,61
34746,SEALDAH,LAKSHMIKANTA,23,61
34747,LAKSHMIKANTA,SEALDAH,21,61
34748,SEALDAH,LAKSHMIKANTA,21,61
34749,LAKSHMIKANTA,SEALDAH,23,61
34750,SEALDAH,LAKSHMIKANTA,21,61
34751,LAKSHMIKANTA,SEALDAH,21,61
34752,SEALDAH,LAKSHMIKANTA,21,61
34753,LAKSHMIKANTA,SEALDAH,21,61
34754,SEALDAH,LAKSHMIKANTA,21,61
34755,LAKSHMIKANTA,SEALDAH,21,61
34757,LAKSHMIKANTA,SEALDAH,21,61
